customer_id,location,device_type,purchase_history,time_on_site,competitor_price,recommended_price,ethnicity,gender
CUST0829,suburban,mobile,14,11.73,290.83,296.41,Black,Male
CUST0830,suburban,desktop,41,6.07,126.59,201.57,Asian,Female
CUST0831,urban,desktop,47,43.13,490.54,590.23,White,Female
CUST0832,suburban,desktop,43,12.58,350.05,422.95,Other,Female
CUST0833,urban,mobile,17,41.71,882.92,843.73,White,Non-binary
CUST0834,urban,mobile,22,24.03,644.45,648.23,White,Non-binary
CUST0835,suburban,desktop,32,25.53,652.68,765.99,White,Female
CUST0836,suburban,desktop,15,28.68,578.72,572.73,Asian,Female
CUST0837,rural,desktop,37,22.69,182.67,216.66,Hispanic,Male
CUST0838,urban,desktop,34,6.94,500.52,530.84,White,Non-binary
CUST0839,suburban,mobile,33,19.27,999.55,934.33,Black,Female
CUST0840,suburban,desktop,27,40.16,851.71,985.47,White,Male
CUST0841,urban,desktop,1,40.28,904.11,866.05,Black,Male
CUST0842,suburban,mobile,29,17.89,840.9,938.34,Other,Male
CUST0843,urban,desktop,12,28.15,192.74,231.43,White,Female
CUST0844,rural,mobile,40,12.41,304.7,345.11,Hispanic,Female
CUST0845,urban,mobile,15,13.41,102.81,117.31,Black,Male
CUST0846,suburban,desktop,4,2.36,373.16,348.72,White,Male
CUST0847,urban,mobile,27,53.91,197.75,220.53,Other,Non-binary
CUST0848,rural,mobile,38,13.43,525.51,575.45,White,Female
CUST0849,suburban,mobile,44,14.42,709.41,800.07,White,Female
CUST0850,suburban,mobile,19,17.5,887.05,895.92,White,Male
CUST0851,urban,mobile,23,8.52,774.3,858.81,White,Female
CUST0852,suburban,mobile,26,38.72,944.73,967.88,Hispanic,Female
CUST0853,urban,desktop,29,5.43,148.51,193.79,Black,Male
CUST0854,rural,mobile,44,8.92,110.96,206.31,Hispanic,Male
CUST0855,urban,mobile,26,39.04,695.2,691.2,White,Male
CUST0856,urban,mobile,25,21.04,360.42,369.78,White,Male
CUST0857,urban,desktop,6,42.77,328.15,310.21,White,Non-binary
CUST0858,suburban,mobile,41,33.89,397.8,406.82,Black,Male
CUST0859,suburban,desktop,46,16.11,342.82,377.93,Other,Male
CUST0860,urban,desktop,37,39.4,560.29,585.51,Asian,Female
CUST0861,rural,desktop,4,7.86,496.13,493.29,White,Male
CUST0862,suburban,mobile,22,32.65,561.19,643.57,Hispanic,Female
CUST0863,suburban,desktop,27,26.79,705.44,709.09,Asian,Male
CUST0864,suburban,mobile,33,16.8,448.42,498.47,White,Female
CUST0865,suburban,desktop,14,36.64,326.18,319.73,Hispanic,Male
CUST0866,suburban,desktop,31,52.41,249.58,261.97,White,Female
CUST0867,urban,mobile,25,59.94,414.53,466.68,White,Female
CUST0868,urban,mobile,47,36.86,767.63,914.19,White,Female
CUST0869,rural,mobile,30,24.88,781.03,818.51,White,Female
CUST0870,rural,desktop,18,14.29,700.21,659.46,White,Female
CUST0871,urban,mobile,8,16.17,310.63,313.71,White,Male
CUST0872,urban,mobile,28,29.29,629.28,620.62,White,Female
CUST0873,suburban,mobile,38,22.67,613.62,610.55,Asian,Female
CUST0874,suburban,desktop,3,54.92,535.84,553.1,Other,Female
CUST0875,urban,desktop,2,22.73,594.98,547.21,Asian,Male
CUST0876,urban,desktop,28,23.03,542.61,559.66,White,Male
CUST0877,suburban,desktop,10,23.63,608.91,628.54,White,Female
CUST0878,suburban,mobile,32,50.36,743.96,783.77,White,Male
CUST0879,urban,mobile,37,39.4,198.67,213.23,White,Male
CUST0880,urban,desktop,10,37.24,774.66,864.24,Black,Male
CUST0881,urban,mobile,26,20.71,222.3,256.53,Black,Female
CUST0882,suburban,mobile,32,49.26,159.97,200.33,Asian,Non-binary
CUST0883,urban,mobile,20,3.26,978.47,978.8,Asian,Female
CUST0884,urban,mobile,38,52.38,961.29,1006.84,White,Male
CUST0885,rural,mobile,30,31.25,154.39,205.05,White,Male
CUST0886,urban,desktop,37,24.5,498.93,544.08,Asian,Male
CUST0887,suburban,mobile,45,30.33,267.62,323.16,White,Female
CUST0888,urban,mobile,1,40.38,536.81,522.31,White,Female
CUST0889,urban,mobile,26,1.75,847.16,935.65,White,Male
CUST0890,urban,desktop,35,52.42,955.55,1014.16,White,Female
CUST0891,suburban,mobile,10,27.36,670.83,634.89,White,Female
CUST0892,rural,desktop,46,21.24,418.52,510.56,Hispanic,Male
CUST0893,rural,desktop,17,9.16,642.99,713.85,Hispanic,Male
CUST0894,urban,mobile,0,26.93,380.8,396.03,White,Non-binary
CUST0895,suburban,desktop,34,30.28,918.84,887.97,White,Male
CUST0896,urban,desktop,34,24.82,883.36,982.66,Asian,Female
CUST0897,urban,desktop,30,41.04,602.41,633.8,White,Female
CUST0898,rural,desktop,27,25.83,392.32,419.46,White,Female
CUST0899,urban,mobile,38,57.72,364.05,429.97,White,Female
CUST0900,urban,mobile,0,36.36,130.08,139.2,White,Female
CUST0901,urban,mobile,24,48.64,834.24,952.41,Asian,Female
CUST0902,urban,mobile,42,7.45,505.34,605.96,Hispanic,Non-binary
CUST0903,urban,desktop,37,24.44,392.62,414.63,White,Female
CUST0904,suburban,mobile,19,20.87,524,580.27,White,Male
CUST0905,suburban,desktop,2,34.6,836.86,764.75,White,Male
CUST0906,rural,desktop,1,51.81,212.15,204.06,White,Female
CUST0907,rural,desktop,17,5.62,871.89,905.37,Other,Female
CUST0908,urban,desktop,43,5.28,907.76,928.63,Asian,Male
CUST0909,urban,mobile,9,51.17,952.04,980.58,Black,Male
CUST0910,urban,mobile,4,13.56,457.74,460.52,Asian,Female
CUST0911,suburban,mobile,8,40.46,295.43,327.16,Hispanic,Male
CUST0912,urban,mobile,1,33.03,436.28,415.24,Hispanic,Female
CUST0913,suburban,mobile,33,50.14,399.62,407.19,White,Female
CUST0914,suburban,mobile,37,8.38,258.54,318.03,White,Female
CUST0915,suburban,desktop,30,8.66,646.54,636.66,Asian,Male
CUST0916,suburban,mobile,9,33.85,528.96,551.56,White,Male
CUST0917,urban,mobile,49,56.84,879.13,989.87,Other,Male
CUST0918,rural,desktop,11,25.48,128.9,150.4,Asian,Male
CUST0919,rural,mobile,35,20.29,679.48,729.49,Other,Female
CUST0920,urban,mobile,20,36.79,786.65,766.45,White,Female
CUST0921,rural,desktop,48,55.9,783.54,879.39,Hispanic,Male
CUST0922,suburban,desktop,46,50.38,897.47,884.46,White,Male
CUST0923,rural,desktop,5,59.73,756.13,743.88,Other,Male
CUST0924,rural,mobile,47,2.33,935.03,888.68,White,Non-binary
CUST0925,suburban,desktop,48,7.66,399.39,450.03,Black,Female
CUST0926,urban,desktop,2,36.96,552.89,573.69,Asian,Female
CUST0927,urban,mobile,9,49.41,112.67,139.26,White,Female
CUST0928,suburban,desktop,4,17.83,106.26,117.8,White,Female
CUST0929,suburban,desktop,45,15.11,316.11,406.83,Other,Female
CUST0930,urban,mobile,25,47.43,190.73,242.2,White,Male
CUST0931,urban,mobile,20,4.33,334.19,350,Black,Female
CUST0932,rural,desktop,44,22.79,259.34,306.14,White,Male
CUST0933,rural,desktop,25,30.84,125.67,152.58,Hispanic,Female
CUST0934,suburban,mobile,37,34.06,918.37,938.46,Black,Male
CUST0935,urban,desktop,43,43.99,107.4,179.58,White,Female
CUST0936,urban,mobile,25,21.94,762.47,746.87,White,Male
CUST0937,urban,mobile,7,37.15,236.93,247.08,Black,Female
CUST0938,rural,mobile,4,35.54,921.01,964.84,White,Male
CUST0939,urban,desktop,14,33.31,903.52,983.99,White,Female
CUST0940,suburban,desktop,15,38.79,688.51,753.8,Black,Female
CUST0941,urban,mobile,0,16.31,705.01,706.24,White,Male
CUST0942,suburban,mobile,15,5.99,104.81,132.98,White,Female
CUST0943,suburban,mobile,36,8.04,986.38,989.59,Asian,Non-binary
CUST0944,rural,desktop,2,14.25,890.05,887.56,White,Male
CUST0945,urban,desktop,46,30.51,905.6,1028.79,White,Non-binary
CUST0946,urban,desktop,30,50.59,693.32,771.35,White,Female
CUST0947,urban,desktop,12,42.38,410.31,463.39,Black,Female
CUST0948,rural,desktop,15,47.55,904.28,859.42,Asian,Male
CUST0949,rural,mobile,42,21.71,362.37,423.59,Asian,Female
CUST0950,suburban,mobile,20,24.87,606.44,697.66,White,Female
CUST0951,suburban,mobile,1,24.23,189.76,185.06,White,Male
CUST0952,suburban,desktop,26,12.32,929.76,954.1,White,Female
CUST0953,urban,desktop,37,4.61,226.69,299.58,White,Male
CUST0954,rural,mobile,25,35.86,302.41,345.27,Hispanic,Male
CUST0955,suburban,desktop,37,59.36,602.32,696.32,White,Female
CUST0956,urban,mobile,45,10.84,787.68,807.39,White,Female
CUST0957,suburban,mobile,24,3.75,657.42,728.44,White,Female
CUST0958,urban,desktop,10,46.99,308.92,336.7,Black,Male
CUST0959,urban,desktop,7,15.9,100.85,106.29,Asian,Male
CUST0960,suburban,desktop,7,49.95,781.44,846.15,Black,Male
CUST0961,urban,mobile,32,42.53,986.69,1055.49,Hispanic,Female
CUST0962,suburban,mobile,6,56.79,828.92,817.67,White,Female
CUST0963,urban,desktop,37,25.13,514.19,534.86,White,Female
CUST0964,urban,mobile,20,40.06,913.39,921.09,White,Male
CUST0965,urban,mobile,7,28.43,468.86,498.76,Asian,Female
CUST0966,urban,desktop,20,38.2,572.44,652.99,Black,Female
CUST0967,suburban,mobile,19,27.53,529.42,540.15,Black,Female
CUST0968,urban,desktop,7,12.13,502.86,494.21,Asian,Male
CUST0969,suburban,desktop,45,30.97,797.67,774.66,Black,Female
CUST0970,suburban,mobile,30,32.19,574.09,652.07,Hispanic,Male
CUST0971,suburban,mobile,49,48.83,385.05,494.16,Black,Male
CUST0972,rural,desktop,28,44.4,332.34,374.1,Asian,Male
CUST0973,suburban,desktop,47,40.16,133.97,201.02,White,Male
CUST0974,urban,desktop,8,7.69,624.88,644.51,Asian,Male
CUST0975,urban,desktop,14,43.52,306.97,304.94,Hispanic,Male
CUST0976,urban,desktop,29,30.52,233.32,298.54,White,Male
CUST0977,suburban,desktop,25,53.75,688.45,731.01,Asian,Female
CUST0978,urban,mobile,9,55.27,713.09,744.58,Asian,Male
CUST0979,suburban,mobile,28,4.25,776.94,879.78,White,Female
CUST0980,suburban,mobile,15,49.42,553.22,601.49,Black,Male
CUST0981,urban,mobile,35,3.22,904.65,1004.19,White,Non-binary
CUST0982,rural,mobile,19,22.66,942.71,1044.72,Other,Non-binary
CUST0983,urban,mobile,44,33,826.63,939.73,Hispanic,Male
CUST0984,urban,desktop,36,9.74,672.03,726.3,White,Female
CUST0985,suburban,mobile,21,45.03,373.35,376.41,White,Male
CUST0986,suburban,mobile,6,1.49,984.65,986.8,Black,Non-binary
CUST0987,suburban,mobile,22,10.95,346.72,393.94,White,Female
CUST0988,suburban,mobile,40,35.27,282.39,285.63,White,Male
CUST0989,urban,mobile,39,43.15,497.94,497.57,Black,Male
CUST0990,rural,mobile,28,55.08,151.16,185.1,White,Male
CUST0991,rural,mobile,15,42.62,980.65,1042.75,White,Male
CUST0992,suburban,desktop,37,40.63,629.59,686.89,Hispanic,Female
CUST0993,urban,desktop,27,24.27,601.26,619.54,Hispanic,Female
CUST0994,suburban,desktop,47,1.08,690.22,676.28,Asian,Male
CUST0995,urban,desktop,37,8.09,547.32,635.43,Hispanic,Male
CUST0996,urban,mobile,30,32.54,128.86,143.04,White,Male
CUST0997,rural,desktop,13,40.83,651.08,637.26,White,Male
CUST0998,urban,desktop,32,25.63,744.56,793.27,White,Female
CUST0999,rural,mobile,8,44.11,475.07,485.48,Asian,Male
CUST1000,suburban,desktop,26,31.79,781.57,792.68,Hispanic,Female
CUST1001,urban,mobile,23,5.38,304.3,341.65,Asian,Male
CUST1002,suburban,desktop,12,12.33,299.15,304.19,Hispanic,Male
CUST1003,rural,desktop,25,50.56,245.28,300.17,Black,Female
CUST1004,suburban,mobile,28,43.77,434.8,455.83,White,Female
CUST1005,rural,desktop,48,53.79,862.31,856.96,White,Male
CUST1006,suburban,desktop,42,7.94,845.12,953.66,White,Female
CUST1007,suburban,desktop,27,59.42,444.54,499.89,White,Female
CUST1008,rural,mobile,27,13.35,630.21,620.78,Asian,Male
CUST1009,urban,desktop,7,1.7,748.73,701.04,White,Female
CUST1010,suburban,mobile,22,59.85,317.09,380.81,Black,Female
CUST1011,urban,mobile,28,17.58,251.33,287.34,Black,Male
CUST1012,rural,mobile,4,40.41,974.89,948.64,White,Female
CUST1013,rural,desktop,41,11.42,655.8,700.34,White,Male
CUST1014,urban,desktop,6,35.23,983.27,915.14,White,Male
CUST1015,suburban,desktop,41,54.34,403.98,442.77,White,Female
CUST1016,rural,desktop,35,19.89,732.73,712.59,Hispanic,Female
CUST1017,urban,mobile,40,40.54,300.34,321.7,White,Female
CUST1018,suburban,mobile,26,12.09,335.08,354,Black,Male
CUST1019,rural,mobile,45,37.86,560.71,636.35,Hispanic,Male
CUST1020,urban,mobile,1,20.85,387.66,383.07,Hispanic,Female
CUST1021,suburban,mobile,24,13.46,250.86,276.57,Hispanic,Male
CUST1022,urban,mobile,8,19.48,336.59,321.18,White,Female
CUST1023,rural,mobile,26,11.55,132.17,173.91,White,Female
CUST1024,rural,mobile,0,54.21,733.98,771.63,White,Non-binary
CUST1025,rural,mobile,22,24.43,542.9,562.83,White,Male
CUST1026,suburban,mobile,9,15.47,184.82,204.93,Hispanic,Male
CUST1027,rural,desktop,41,27.46,254.52,304.53,Black,Female
CUST1028,rural,desktop,24,19.91,192.28,213.24,White,Female
CUST1029,urban,desktop,2,44.92,651.33,662.04,White,Female
CUST1030,rural,mobile,5,58.3,184.79,204.53,White,Male
CUST1031,urban,mobile,5,26.84,778.85,723.1,Black,Female
CUST1032,suburban,desktop,1,51.8,118.46,108.94,Asian,Female
CUST1033,urban,mobile,17,34.39,324.44,364.25,Hispanic,Male
CUST1034,urban,mobile,22,10.28,901.6,1025.36,Hispanic,Female
CUST1035,urban,mobile,1,41.75,746.68,821.15,White,Female
CUST1036,suburban,mobile,11,31.29,165.67,180.65,White,Male
CUST1037,urban,mobile,21,39.39,839.01,850,White,Male
CUST1038,suburban,mobile,36,53.49,543.73,615.04,White,Female
CUST1039,urban,desktop,19,26.99,862.1,883.21,Hispanic,Female
CUST1040,urban,mobile,38,54.17,640.67,693.08,Black,Female
CUST1041,suburban,mobile,23,45.29,713.65,801.59,Asian,Male
CUST1042,rural,desktop,47,29.83,994.15,1088.5,White,Male
CUST1043,urban,mobile,19,36.59,309.1,319.83,White,Non-binary
CUST1044,suburban,mobile,0,20.21,661.55,656.5,White,Non-binary
CUST1045,rural,desktop,0,59.03,514.29,528.65,Black,Male
CUST1046,suburban,mobile,16,40.37,135.51,143.82,Asian,Female
CUST1047,urban,mobile,0,3.59,113.02,112.07,White,Male
CUST1048,urban,mobile,44,20.27,207.31,225.87,Asian,Male
CUST1049,rural,mobile,29,37.78,684.18,661.82,Hispanic,Male
CUST1050,urban,mobile,40,4.32,610.45,675.51,White,Male
CUST1051,rural,desktop,46,2.41,598.09,681.88,Asian,Female
CUST1052,suburban,mobile,2,27.55,128.67,126.39,White,Female
CUST1053,rural,mobile,45,20.63,522.37,558.97,Asian,Non-binary
CUST1054,rural,mobile,10,26.86,932.16,915.65,Asian,Female
CUST1055,rural,mobile,23,16.5,457.83,456.88,Other,Male
CUST1056,urban,desktop,21,10.72,662.43,754.19,White,Female
CUST1057,rural,mobile,43,41.66,801.84,918.99,White,Non-binary
CUST1058,suburban,mobile,44,31.36,805.53,820.66,White,Female
CUST1059,suburban,mobile,25,12.81,567.35,613.36,White,Female
CUST1060,suburban,mobile,12,19.86,872.16,860.46,Asian,Non-binary
CUST1061,rural,mobile,0,35.92,452.24,497,Hispanic,Male
CUST1062,rural,desktop,23,5.26,899.82,878.45,White,Female
CUST1063,rural,mobile,9,9.7,316.2,304.93,White,Female
CUST1064,suburban,mobile,34,5.32,352.19,385.87,White,Non-binary
CUST1065,suburban,mobile,23,48.93,147.81,191.06,White,Male
CUST1066,suburban,desktop,27,45.39,816.02,789.86,White,Female
CUST1067,urban,mobile,35,45.45,475.35,522.75,White,Female
CUST1068,urban,desktop,15,43.26,306.2,297.16,Asian,Male
CUST1069,urban,desktop,39,40.49,308.61,389.86,White,Female
CUST1070,urban,desktop,15,29.14,911.26,848,Black,Male
CUST1071,urban,mobile,16,38.89,850.52,936.2,Asian,Male
CUST1072,urban,mobile,14,3.26,598.18,616.96,White,Male
CUST1073,urban,desktop,15,37.67,654.5,676.48,Black,Female
CUST1074,urban,desktop,14,46.89,526.89,597.94,Asian,Male
CUST1075,rural,desktop,33,30.52,452.5,552.13,Asian,Female
CUST1076,suburban,mobile,10,22.09,923.93,962.18,White,Male
CUST1077,urban,mobile,0,17.37,213.05,197.16,White,Male
CUST1078,suburban,mobile,14,38.93,476.6,493.73,Hispanic,Male
CUST1079,urban,desktop,25,41.88,410.11,455.27,Asian,Male
CUST1080,rural,mobile,3,52.39,548.34,553.48,White,Female
CUST1081,rural,mobile,42,21.2,511.87,593.33,White,Female
CUST1082,urban,desktop,4,46.42,567,520.36,White,Male
CUST1083,suburban,mobile,34,34.12,225.93,256.15,White,Male
CUST1084,rural,desktop,12,53.09,561.83,592.51,Black,Female
CUST1085,rural,mobile,9,32.14,318.18,300.23,White,Male
CUST1086,suburban,mobile,10,31.54,265.9,280.4,White,Non-binary
CUST1087,suburban,mobile,17,35.09,158.35,172.36,Asian,Female
CUST1088,urban,desktop,33,45.21,786.39,874.68,White,Male
CUST1089,rural,mobile,38,57.92,484.7,464.83,Asian,Male
CUST1090,urban,mobile,40,5.34,663.98,719.73,Asian,Female
CUST1091,rural,desktop,41,4.15,754.83,753.59,White,Male
CUST1092,suburban,mobile,49,56.32,711.38,805.34,Asian,Male
CUST1093,suburban,mobile,22,32.26,523.45,585.16,Asian,Male
CUST1094,suburban,mobile,6,37.28,449.11,478.79,White,Female
CUST1095,urban,mobile,38,29.46,438.36,479.37,White,Female
CUST1096,urban,desktop,2,6.53,676.04,690.86,Black,Male
CUST1097,urban,mobile,11,46.32,545.31,605.84,Hispanic,Female
CUST1098,urban,mobile,6,45.09,864.22,809.64,Black,Male
CUST1099,rural,mobile,48,19.39,887.23,989.9,White,Female
CUST1100,urban,desktop,25,19.07,253.5,302.84,Asian,Male
CUST1101,urban,mobile,32,50.43,222.61,252.75,White,Female
CUST1102,rural,mobile,36,5.27,667.36,659.03,Black,Non-binary
CUST1103,rural,mobile,47,52.99,371.1,421.73,Asian,Male
CUST1104,rural,mobile,14,16.14,116.71,146.67,Black,Male
CUST1105,rural,mobile,1,35.99,899.78,876.05,Hispanic,Male
CUST1106,urban,mobile,40,56.22,304.21,319.94,Asian,Male
CUST1107,urban,desktop,6,41.01,936.35,965.44,Black,Male
CUST1108,rural,mobile,31,25.45,745.69,730.05,White,Female
CUST1109,suburban,desktop,3,41.68,786.39,835.01,Hispanic,Non-binary
CUST1110,urban,desktop,19,21.29,281.32,321.51,Hispanic,Male
CUST1111,rural,mobile,49,17.36,310.77,428.61,White,Female
CUST1112,urban,mobile,35,59.8,569.14,622.21,White,Female
CUST1113,urban,mobile,31,45.3,254.89,268.81,White,Female
CUST1114,suburban,desktop,27,39.04,374.89,399.22,Asian,Male
CUST1115,suburban,mobile,12,21.96,389.32,419.33,Asian,Male
CUST1116,suburban,mobile,0,3.9,243.67,239.64,White,Female
CUST1117,urban,mobile,34,2.83,284.66,343.04,Hispanic,Male
CUST1118,rural,desktop,47,33.7,809.7,926.58,White,Female
CUST1119,urban,desktop,29,45.96,250.48,269.9,Asian,Female
CUST1120,urban,mobile,35,32.71,125.61,184.05,White,Male
CUST1121,rural,desktop,24,50.61,666.42,632.13,White,Male
CUST1122,rural,mobile,15,2.97,978.38,920.5,White,Non-binary
CUST1123,rural,mobile,18,22.64,398.09,427.04,White,Female
CUST1124,rural,desktop,0,14.99,206.79,221.88,Asian,Female
CUST1125,suburban,mobile,4,27.39,613.35,621.88,Black,Male
CUST1126,suburban,mobile,21,5.27,915.72,913.83,White,Female
CUST1127,urban,mobile,23,57.29,805.66,805.84,White,Female
CUST1128,suburban,desktop,42,14.17,660.26,708.05,White,Female
CUST1129,urban,desktop,44,55.42,383.55,421.26,Asian,Male
CUST1130,urban,desktop,36,26.13,587.69,617.86,Asian,Male
CUST1131,suburban,desktop,35,59.15,182.12,254.84,White,Male
CUST1132,suburban,mobile,35,33.69,711.05,798.08,Black,Female
CUST1133,urban,mobile,3,55.92,752.59,728.93,White,Non-binary
CUST1134,urban,mobile,35,1.32,968.53,957.99,Hispanic,Non-binary
CUST1135,suburban,mobile,17,45.15,334.36,386.34,Hispanic,Non-binary
CUST1136,urban,mobile,49,54.28,116.61,194.64,Asian,Male
CUST1137,rural,desktop,15,9.24,591.05,659.02,Hispanic,Male
CUST1138,suburban,mobile,40,6.67,736.11,720.55,Hispanic,Male
CUST1139,suburban,mobile,17,26.05,811.37,763.93,Hispanic,Male
CUST1140,suburban,mobile,21,56.09,274.37,304.01,Black,Female
CUST1141,rural,mobile,1,33,335.58,345.25,White,Female
CUST1142,urban,desktop,20,32.12,561.33,591.25,White,Male
CUST1143,suburban,mobile,35,9.33,397.54,440.09,White,Female
CUST1144,suburban,mobile,43,1.05,874.46,893.42,Black,Non-binary
CUST1145,urban,desktop,38,48.8,526.38,587.07,White,Female
CUST1146,rural,mobile,46,6.17,819.62,887.97,White,Male
CUST1147,rural,mobile,38,38.4,622.56,634,White,Female
CUST1148,suburban,mobile,28,54.96,795.78,843.3,White,Male
CUST1149,rural,mobile,25,13.31,399.41,440.91,Black,Female
CUST1150,rural,desktop,20,40.25,848.27,855.14,Hispanic,Male
CUST1151,suburban,desktop,16,5.64,347.12,348.57,Asian,Male
CUST1152,rural,mobile,15,36.62,591.49,594.87,Asian,Non-binary
CUST1153,suburban,desktop,30,10.67,292.61,315.38,Black,Female
CUST1154,suburban,mobile,8,44.42,527.97,561.02,White,Female
CUST1155,suburban,mobile,30,18.77,386.36,463.09,White,Non-binary
CUST1156,rural,mobile,13,28.34,340.03,348.45,Hispanic,Male
CUST1157,urban,mobile,48,36.37,970.29,923.67,White,Male
CUST1158,rural,mobile,36,11.11,244.07,314.22,White,Female
CUST1159,rural,desktop,1,44.76,808.59,771.23,Asian,Male
CUST1160,urban,desktop,47,18.86,985.75,992.6,White,Female
CUST1161,rural,mobile,45,40.08,117.91,163.46,White,Male
CUST1162,urban,mobile,13,10.34,729.12,786.66,White,Male
CUST1163,urban,mobile,32,41.6,327.62,348.43,White,Female
CUST1164,suburban,mobile,34,8.56,136.44,197.51,White,Male
CUST1165,urban,mobile,38,26.1,462.6,492.79,White,Female
CUST1166,rural,mobile,46,15.59,941.7,923.08,Asian,Female
CUST1167,rural,desktop,19,45.15,110.59,133.88,Hispanic,Non-binary
CUST1168,suburban,mobile,1,16.46,629.1,658,White,Female
CUST1169,urban,mobile,40,53.02,551.26,640.5,Hispanic,Male
CUST1170,urban,mobile,18,53.62,886.05,843.16,White,Female
CUST1171,suburban,mobile,36,12.59,175.6,209.2,White,Female
CUST1172,rural,mobile,17,37.22,713.37,763.35,White,Female
CUST1173,suburban,desktop,15,6.18,712.1,783.72,Black,Female
CUST1174,urban,mobile,3,24.1,702.17,684.88,White,Female
CUST1175,suburban,desktop,11,43.09,948.1,986.97,Black,Female
CUST1176,suburban,mobile,28,39.91,840.78,802.12,Asian,Female
CUST1177,rural,mobile,6,37.86,137.78,136.6,Black,Male
CUST1178,urban,mobile,13,17.67,523.97,491.83,Black,Male
CUST1179,rural,desktop,11,23.3,458.16,494.08,Hispanic,Female
CUST1180,suburban,mobile,34,7.07,379.13,412.3,White,Male
CUST1181,rural,desktop,4,43.42,506.2,542.17,White,Male
CUST1182,urban,mobile,16,30.73,445.77,482.06,Asian,Male
CUST1183,suburban,desktop,41,42.82,489.1,592.35,Black,Female
CUST1184,rural,mobile,31,15.69,981.34,982.37,White,Male
CUST1185,urban,desktop,9,20.14,179.77,186.41,White,Female
CUST1186,rural,mobile,42,20.72,930.01,1088.36,White,Male
CUST1187,suburban,desktop,16,2.52,532.21,569.91,White,Female
CUST1188,urban,mobile,4,21.12,661.37,709.14,White,Male
CUST1189,urban,mobile,44,48.39,847.16,808.84,Hispanic,Female
CUST1190,suburban,mobile,41,53.94,424.42,484.43,Asian,Male
CUST1191,urban,desktop,8,31.57,487.38,515.38,White,Non-binary
CUST1192,suburban,mobile,48,27.87,468.57,469.59,Asian,Non-binary
CUST1193,urban,desktop,32,2.82,437.26,502.59,Hispanic,Female
CUST1194,suburban,mobile,35,52.87,932.98,970.84,White,Non-binary
CUST1195,urban,mobile,35,1.77,846.04,793.83,White,Male
CUST1196,rural,mobile,17,56.74,198.1,201.73,Black,Female
CUST1197,rural,desktop,8,29.86,197.31,203.17,Asian,Female
CUST1198,rural,desktop,28,21.17,485.08,498.96,White,Female
CUST1199,suburban,desktop,49,55.53,188.79,237.08,Other,Female
CUST1200,urban,mobile,13,2.44,657.18,638.02,White,Female
CUST1201,rural,desktop,24,35.3,229.32,261.17,White,Non-binary
CUST1202,urban,desktop,14,33.39,570.14,638.74,White,Male
CUST1203,urban,mobile,5,13.94,106.5,114.4,White,Female
CUST1204,urban,desktop,41,26.3,384.94,429.02,Asian,Female
CUST1205,suburban,desktop,28,39.48,709.47,793.52,Other,Female
CUST1206,rural,desktop,14,43.9,535.64,593.37,White,Male
CUST1207,suburban,desktop,28,1.04,980.44,907.89,Other,Female
CUST1208,suburban,mobile,3,56.27,886.69,882.2,Hispanic,Non-binary
CUST1209,urban,mobile,17,10.71,423.16,454.79,White,Male
CUST1210,rural,desktop,49,14.78,140.94,223.14,Asian,Female
CUST1211,suburban,mobile,48,16.54,861.06,937.82,White,Male
CUST1212,suburban,desktop,43,3.23,920.11,1082.79,Black,Non-binary
CUST1213,urban,desktop,38,8.26,838.56,948.65,White,Female
CUST1214,rural,desktop,15,59.19,215.15,227.31,Asian,Male
CUST1215,suburban,desktop,10,19.6,998.12,949.09,White,Male
CUST1216,urban,mobile,13,7.8,332.73,381.56,Hispanic,Female
CUST1217,urban,mobile,2,7.31,751.78,748.71,Hispanic,Male
CUST1218,suburban,mobile,49,43.45,917.23,915.32,White,Female
CUST1219,suburban,mobile,41,51.42,312.12,358.79,White,Non-binary
CUST1220,urban,mobile,37,16.16,917.43,926.21,White,Female
CUST1221,rural,mobile,44,2.23,378.53,437.9,Black,Male
CUST1222,urban,desktop,41,14.16,978.77,1093.41,White,Non-binary
CUST1223,suburban,desktop,17,4.33,353.13,344.23,Black,Female
CUST1224,rural,mobile,19,7.1,958.09,892.07,White,Male
CUST1225,suburban,mobile,47,26.46,148.19,231.76,White,Male
CUST1226,suburban,desktop,24,14.57,738.34,779.07,White,Male
CUST1227,urban,mobile,37,31.44,578.9,553.96,White,Female
CUST1228,urban,mobile,12,15.96,530.09,547.15,Asian,Male
CUST1229,rural,mobile,3,56.49,301.14,313.46,Other,Male
CUST1230,suburban,mobile,13,54.45,735.04,795.31,White,Female
CUST1231,rural,mobile,32,34.44,271.73,320.32,Black,Female
CUST1232,urban,desktop,27,21.91,597.56,673.61,White,Female
CUST1233,urban,mobile,36,23.49,327.92,355.58,Black,Female
CUST1234,urban,mobile,7,25.3,960.06,1001.51,White,Male
CUST1235,suburban,mobile,43,43.93,125.77,203.49,Black,Female
CUST1236,urban,mobile,33,27.65,279.76,286.78,Hispanic,Male
CUST1237,rural,desktop,43,51.55,318.08,371.64,White,Female
CUST1238,suburban,desktop,4,56.7,472.66,448.71,Asian,Female
CUST1239,rural,desktop,4,20.82,309.46,296,White,Male
CUST1240,urban,mobile,30,34.08,542.21,568.65,White,Non-binary
CUST1241,rural,desktop,44,6.61,885.22,974.56,White,Female
CUST1242,rural,desktop,8,12.83,740.86,708.07,White,Male
